Fecha,SKU,Tienda Origen,Tienda Destino,Unidades Transferidas
2024-06-19,SKU_32_Marca_15,Tienda_1_Marca_15,Tienda_4_Marca_15,8
2024-06-19,SKU_46_Marca_15,Tienda_2_Marca_15,Tienda_4_Marca_15,4
2024-06-19,SKU_50_Marca_15,Tienda_1_Marca_15,Tienda_4_Marca_15,6
2024-06-19,SKU_71_Marca_15,Tienda_1_Marca_15,Tienda_4_Marca_15,2
2024-06-19,SKU_89_Marca_15,Tienda_1_Marca_15,Tienda_4_Marca_15,4
2024-06-19,SKU_94_Marca_15,Tienda_1_Marca_15,Tienda_4_Marca_15,1
2024-06-19,SKU_2_Marca_15,Tienda_2_Marca_15,Tienda_5_Marca_15,8
2024-06-19,SKU_3_Marca_15,Tienda_3_Marca_15,Tienda_5_Marca_15,2
2024-06-19,SKU_28_Marca_15,Tienda_3_Marca_15,Tienda_5_Marca_15,7
2024-06-19,SKU_31_Marca_15,Tienda_1_Marca_15,Tienda_5_Marca_15,3
2024-06-19,SKU_39_Marca_15,Tienda_3_Marca_15,Tienda_5_Marca_15,2
2024-06-19,SKU_78_Marca_15,Tienda_1_Marca_15,Tienda_5_Marca_15,1
2024-06-19,SKU_79_Marca_15,Tienda_1_Marca_15,Tienda_5_Marca_15,2
2024-06-19,SKU_81_Marca_15,Tienda_1_Marca_15,Tienda_5_Marca_15,3
2024-06-19,SKU_86_Marca_15,Tienda_3_Marca_15,Tienda_5_Marca_15,6
2024-06-19,SKU_89_Marca_15,Tienda_1_Marca_15,Tienda_5_Marca_15,8
2024-06-19,SKU_94_Marca_15,Tienda_1_Marca_15,Tienda_5_Marca_15,5
2024-06-19,SKU_6_Marca_15,Tienda_3_Marca_15,Tienda_6_Marca_15,3
2024-06-19,SKU_14_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,5
2024-06-19,SKU_15_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,2
2024-06-19,SKU_18_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,2
2024-06-19,SKU_20_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,6
2024-06-19,SKU_21_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,3
2024-06-19,SKU_22_Marca_15,Tienda_3_Marca_15,Tienda_6_Marca_15,7
2024-06-19,SKU_23_Marca_15,Tienda_4_Marca_15,Tienda_6_Marca_15,10
2024-06-19,SKU_27_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,1
2024-06-19,SKU_31_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,4
2024-06-19,SKU_36_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,3
2024-06-19,SKU_38_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,7
2024-06-19,SKU_39_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,1
2024-06-19,SKU_44_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,12
2024-06-19,SKU_46_Marca_15,Tienda_3_Marca_15,Tienda_6_Marca_15,2
2024-06-19,SKU_50_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,8
2024-06-19,SKU_58_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,3
2024-06-19,SKU_78_Marca_15,Tienda_1_Marca_15,Tienda_6_Marca_15,1
2024-06-19,SKU_79_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,3
2024-06-19,SKU_81_Marca_15,Tienda_3_Marca_15,Tienda_6_Marca_15,2
2024-06-19,SKU_94_Marca_15,Tienda_2_Marca_15,Tienda_6_Marca_15,4
2024-06-19,SKU_5_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,7
2024-06-19,SKU_6_Marca_15,Tienda_4_Marca_15,Tienda_7_Marca_15,4
2024-06-19,SKU_18_Marca_15,Tienda_5_Marca_15,Tienda_7_Marca_15,4
2024-06-19,SKU_20_Marca_15,Tienda_3_Marca_15,Tienda_7_Marca_15,7
2024-06-19,SKU_27_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,3
2024-06-19,SKU_28_Marca_15,Tienda_5_Marca_15,Tienda_7_Marca_15,6
2024-06-19,SKU_29_Marca_15,Tienda_2_Marca_15,Tienda_7_Marca_15,5
2024-06-19,SKU_31_Marca_15,Tienda_3_Marca_15,Tienda_7_Marca_15,6
2024-06-19,SKU_34_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,4
2024-06-19,SKU_38_Marca_15,Tienda_2_Marca_15,Tienda_7_Marca_15,10
2024-06-19,SKU_56_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,3
2024-06-19,SKU_57_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,2
2024-06-19,SKU_58_Marca_15,Tienda_3_Marca_15,Tienda_7_Marca_15,6
2024-06-19,SKU_68_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,8
2024-06-19,SKU_76_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,2
2024-06-19,SKU_77_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,9
2024-06-19,SKU_79_Marca_15,Tienda_2_Marca_15,Tienda_7_Marca_15,5
2024-06-19,SKU_81_Marca_15,Tienda_3_Marca_15,Tienda_7_Marca_15,4
2024-06-19,SKU_90_Marca_15,Tienda_1_Marca_15,Tienda_7_Marca_15,1
2024-06-20,SKU_15_Marca_1,Tienda_1_Marca_1,Tienda_2_Marca_1,3
2024-06-20,SKU_15_Marca_1,Tienda_1_Marca_1,Tienda_3_Marca_1,2
2024-06-20,SKU_57_Marca_1,Tienda_1_Marca_1,Tienda_3_Marca_1,2
2024-06-20,SKU_15_Marca_1,Tienda_2_Marca_1,Tienda_4_Marca_1,3
2024-06-20,SKU_49_Marca_1,Tienda_2_Marca_1,Tienda_4_Marca_1,3
2024-06-20,SKU_74_Marca_1,Tienda_1_Marca_1,Tienda_4_Marca_1,5
2024-06-20,SKU_57_Marca_1,Tienda_1_Marca_1,Tienda_5_Marca_1,2
2024-06-20,SKU_65_Marca_1,Tienda_4_Marca_1,Tienda_5_Marca_1,8
2024-06-20,SKU_74_Marca_1,Tienda_1_Marca_1,Tienda_5_Marca_1,6
2024-06-20,SKU_37_Marca_1,Tienda_1_Marca_1,Tienda_6_Marca_1,2
2024-06-20,SKU_49_Marca_1,Tienda_3_Marca_1,Tienda_6_Marca_1,2
2024-06-20,SKU_54_Marca_1,Tienda_2_Marca_1,Tienda_6_Marca_1,1
2024-06-20,SKU_57_Marca_1,Tienda_1_Marca_1,Tienda_6_Marca_1,3
2024-06-20,SKU_70_Marca_1,Tienda_2_Marca_1,Tienda_6_Marca_1,5
2024-06-20,SKU_73_Marca_1,Tienda_2_Marca_1,Tienda_6_Marca_1,3
2024-06-20,SKU_15_Marca_1,Tienda_2_Marca_1,Tienda_7_Marca_1,2
2024-06-20,SKU_37_Marca_1,Tienda_2_Marca_1,Tienda_7_Marca_1,6
2024-06-20,SKU_38_Marca_1,Tienda_6_Marca_1,Tienda_7_Marca_1,12
2024-06-20,SKU_46_Marca_1,Tienda_6_Marca_1,Tienda_7_Marca_1,7
2024-06-20,SKU_57_Marca_1,Tienda_3_Marca_1,Tienda_7_Marca_1,1
2024-06-20,SKU_70_Marca_1,Tienda_1_Marca_1,Tienda_7_Marca_1,4
2024-06-20,SKU_73_Marca_1,Tienda_1_Marca_1,Tienda_7_Marca_1,3
2024-06-20,SKU_74_Marca_1,Tienda_2_Marca_1,Tienda_7_Marca_1,6
2024-06-20,SKU_84_Marca_1,Tienda_1_Marca_1,Tienda_7_Marca_1,2
2024-06-20,SKU_9_Marca_1,Tienda_2_Marca_1,Tienda_8_Marca_1,1
2024-06-20,SKU_11_Marca_1,Tienda_1_Marca_1,Tienda_8_Marca_1,5
2024-06-20,SKU_12_Marca_1,Tienda_1_Marca_1,Tienda_8_Marca_1,2
2024-06-20,SKU_37_Marca_1,Tienda_5_Marca_1,Tienda_8_Marca_1,7
2024-06-20,SKU_38_Marca_1,Tienda_1_Marca_1,Tienda_8_Marca_1,8
2024-06-20,SKU_46_Marca_1,Tienda_2_Marca_1,Tienda_8_Marca_1,3
2024-06-20,SKU_48_Marca_1,Tienda_1_Marca_1,Tienda_8_Marca_1,1
2024-06-20,SKU_49_Marca_1,Tienda_3_Marca_1,Tienda_8_Marca_1,3
2024-06-20,SKU_70_Marca_1,Tienda_3_Marca_1,Tienda_8_Marca_1,4
2024-06-20,SKU_73_Marca_1,Tienda_2_Marca_1,Tienda_8_Marca_1,3
2024-06-20,SKU_76_Marca_1,Tienda_1_Marca_1,Tienda_8_Marca_1,3
2024-06-20,SKU_11_Marca_1,Tienda_2_Marca_1,Tienda_9_Marca_1,7
2024-06-20,SKU_15_Marca_1,Tienda_4_Marca_1,Tienda_9_Marca_1,2
2024-06-20,SKU_34_Marca_1,Tienda_1_Marca_1,Tienda_9_Marca_1,4
2024-06-20,SKU_38_Marca_1,Tienda_2_Marca_1,Tienda_9_Marca_1,9
2024-06-20,SKU_46_Marca_1,Tienda_7_Marca_1,Tienda_9_Marca_1,6
2024-06-20,SKU_65_Marca_1,Tienda_5_Marca_1,Tienda_9_Marca_1,9
2024-06-20,SKU_70_Marca_1,Tienda_6_Marca_1,Tienda_9_Marca_1,4
2024-06-20,SKU_73_Marca_1,Tienda_3_Marca_1,Tienda_9_Marca_1,6
2024-06-20,SKU_74_Marca_1,Tienda_4_Marca_1,Tienda_9_Marca_1,9
2024-06-20,SKU_75_Marca_1,Tienda_4_Marca_1,Tienda_9_Marca_1,1
2024-06-20,SKU_76_Marca_1,Tienda_6_Marca_1,Tienda_9_Marca_1,9
2024-06-20,SKU_11_Marca_1,Tienda_3_Marca_1,Tienda_10_Marca_1,9
2024-06-20,SKU_12_Marca_1,Tienda_4_Marca_1,Tienda_10_Marca_1,1
2024-06-20,SKU_28_Marca_1,Tienda_6_Marca_1,Tienda_10_Marca_1,6
2024-06-20,SKU_34_Marca_1,Tienda_2_Marca_1,Tienda_10_Marca_1,3
2024-06-20,SKU_38_Marca_1,Tienda_7_Marca_1,Tienda_10_Marca_1,12
2024-06-20,SKU_46_Marca_1,Tienda_1_Marca_1,Tienda_10_Marca_1,1
2024-06-20,SKU_54_Marca_1,Tienda_2_Marca_1,Tienda_10_Marca_1,1
2024-06-20,SKU_70_Marca_1,Tienda_7_Marca_1,Tienda_10_Marca_1,3
2024-06-20,SKU_73_Marca_1,Tienda_5_Marca_1,Tienda_10_Marca_1,6
2024-06-20,SKU_75_Marca_1,Tienda_4_Marca_1,Tienda_10_Marca_1,3
2024-06-20,SKU_76_Marca_1,Tienda_1_Marca_1,Tienda_10_Marca_1,6
2024-06-20,SKU_28_Marca_1,Tienda_1_Marca_1,Tienda_11_Marca_1,3
2024-06-20,SKU_34_Marca_1,Tienda_4_Marca_1,Tienda_11_Marca_1,6
2024-06-20,SKU_37_Marca_1,Tienda_4_Marca_1,Tienda_11_Marca_1,5
2024-06-20,SKU_46_Marca_1,Tienda_9_Marca_1,Tienda_11_Marca_1,4
2024-06-20,SKU_57_Marca_1,Tienda_3_Marca_1,Tienda_11_Marca_1,1
2024-06-20,SKU_75_Marca_1,Tienda_2_Marca_1,Tienda_11_Marca_1,1
2024-06-20,SKU_76_Marca_1,Tienda_2_Marca_1,Tienda_11_Marca_1,3
2024-06-20,SKU_84_Marca_1,Tienda_1_Marca_1,Tienda_11_Marca_1,1
2024-06-20,SKU_87_Marca_1,Tienda_5_Marca_1,Tienda_11_Marca_1,3
2024-06-20,SKU_97_Marca_1,Tienda_1_Marca_1,Tienda_11_Marca_1,5
2024-06-20,SKU_11_Marca_1,Tienda_4_Marca_1,Tienda_12_Marca_1,9
2024-06-20,SKU_28_Marca_1,Tienda_4_Marca_1,Tienda_12_Marca_1,6
2024-06-20,SKU_30_Marca_1,Tienda_2_Marca_1,Tienda_12_Marca_1,3
2024-06-20,SKU_34_Marca_1,Tienda_8_Marca_1,Tienda_12_Marca_1,8
2024-06-20,SKU_37_Marca_1,Tienda_1_Marca_1,Tienda_12_Marca_1,4
2024-06-20,SKU_51_Marca_1,Tienda_3_Marca_1,Tienda_12_Marca_1,1
2024-06-20,SKU_54_Marca_1,Tienda_4_Marca_1,Tienda_12_Marca_1,1
2024-06-20,SKU_69_Marca_1,Tienda_1_Marca_1,Tienda_12_Marca_1,2
2024-06-20,SKU_72_Marca_1,Tienda_5_Marca_1,Tienda_12_Marca_1,2
2024-06-20,SKU_75_Marca_1,Tienda_7_Marca_1,Tienda_12_Marca_1,4
2024-06-20,SKU_87_Marca_1,Tienda_11_Marca_1,Tienda_12_Marca_1,1
2024-06-20,SKU_96_Marca_1,Tienda_2_Marca_1,Tienda_12_Marca_1,2
2024-06-20,SKU_11_Marca_1,Tienda_5_Marca_1,Tienda_13_Marca_1,5
2024-06-20,SKU_15_Marca_1,Tienda_1_Marca_1,Tienda_13_Marca_1,1
2024-06-20,SKU_28_Marca_1,Tienda_10_Marca_1,Tienda_13_Marca_1,8
2024-06-20,SKU_34_Marca_1,Tienda_5_Marca_1,Tienda_13_Marca_1,4
2024-06-20,SKU_38_Marca_1,Tienda_3_Marca_1,Tienda_13_Marca_1,8
2024-06-20,SKU_51_Marca_1,Tienda_4_Marca_1,Tienda_13_Marca_1,2
2024-06-20,SKU_54_Marca_1,Tienda_4_Marca_1,Tienda_13_Marca_1,2
2024-06-20,SKU_65_Marca_1,Tienda_1_Marca_1,Tienda_13_Marca_1,6
2024-06-20,SKU_69_Marca_1,Tienda_2_Marca_1,Tienda_13_Marca_1,2
2024-06-20,SKU_75_Marca_1,Tienda_3_Marca_1,Tienda_13_Marca_1,1
2024-06-20,SKU_76_Marca_1,Tienda_2_Marca_1,Tienda_13_Marca_1,4
2024-06-20,SKU_84_Marca_1,Tienda_1_Marca_1,Tienda_13_Marca_1,1
2024-06-20,SKU_97_Marca_1,Tienda_3_Marca_1,Tienda_13_Marca_1,5
2024-06-20,SKU_11_Marca_1,Tienda_1_Marca_1,Tienda_14_Marca_1,4
2024-06-20,SKU_13_Marca_1,Tienda_1_Marca_1,Tienda_14_Marca_1,4
2024-06-20,SKU_18_Marca_1,Tienda_12_Marca_1,Tienda_14_Marca_1,4
2024-06-20,SKU_30_Marca_1,Tienda_1_Marca_1,Tienda_14_Marca_1,1
2024-06-20,SKU_34_Marca_1,Tienda_6_Marca_1,Tienda_14_Marca_1,3
2024-06-20,SKU_35_Marca_1,Tienda_5_Marca_1,Tienda_14_Marca_1,10
2024-06-20,SKU_37_Marca_1,Tienda_7_Marca_1,Tienda_14_Marca_1,5
2024-06-20,SKU_39_Marca_1,Tienda_8_Marca_1,Tienda_14_Marca_1,1
2024-06-20,SKU_54_Marca_1,Tienda_13_Marca_1,Tienda_14_Marca_1,1
2024-06-20,SKU_55_Marca_1,Tienda_1_Marca_1,Tienda_14_Marca_1,2
2024-06-20,SKU_57_Marca_1,Tienda_6_Marca_1,Tienda_14_Marca_1,2
2024-06-20,SKU_65_Marca_1,Tienda_3_Marca_1,Tienda_14_Marca_1,7
2024-06-20,SKU_69_Marca_1,Tienda_2_Marca_1,Tienda_14_Marca_1,2
2024-06-20,SKU_72_Marca_1,Tienda_5_Marca_1,Tienda_14_Marca_1,2
2024-06-20,SKU_75_Marca_1,Tienda_6_Marca_1,Tienda_14_Marca_1,2
2024-06-20,SKU_97_Marca_1,Tienda_9_Marca_1,Tienda_14_Marca_1,5
2024-06-20,SKU_11_Marca_1,Tienda_6_Marca_1,Tienda_15_Marca_1,10
2024-06-20,SKU_13_Marca_1,Tienda_7_Marca_1,Tienda_15_Marca_1,7
2024-06-20,SKU_15_Marca_1,Tienda_3_Marca_1,Tienda_15_Marca_1,1
2024-06-20,SKU_26_Marca_1,Tienda_1_Marca_1,Tienda_15_Marca_1,7
2024-06-20,SKU_28_Marca_1,Tienda_1_Marca_1,Tienda_15_Marca_1,2
2024-06-20,SKU_30_Marca_1,Tienda_10_Marca_1,Tienda_15_Marca_1,3
2024-06-20,SKU_34_Marca_1,Tienda_11_Marca_1,Tienda_15_Marca_1,5
2024-06-20,SKU_35_Marca_1,Tienda_2_Marca_1,Tienda_15_Marca_1,9
2024-06-20,SKU_39_Marca_1,Tienda_12_Marca_1,Tienda_15_Marca_1,4
2024-06-20,SKU_40_Marca_1,Tienda_1_Marca_1,Tienda_15_Marca_1,1
2024-06-20,SKU_46_Marca_1,Tienda_11_Marca_1,Tienda_15_Marca_1,3
2024-06-20,SKU_49_Marca_1,Tienda_4_Marca_1,Tienda_15_Marca_1,2
2024-06-20,SKU_51_Marca_1,Tienda_5_Marca_1,Tienda_15_Marca_1,1
2024-06-20,SKU_57_Marca_1,Tienda_3_Marca_1,Tienda_15_Marca_1,1
2024-06-20,SKU_72_Marca_1,Tienda_6_Marca_1,Tienda_15_Marca_1,1
2024-06-20,SKU_76_Marca_1,Tienda_5_Marca_1,Tienda_15_Marca_1,6
2024-06-20,SKU_96_Marca_1,Tienda_7_Marca_1,Tienda_15_Marca_1,2
2024-06-20,SKU_97_Marca_1,Tienda_2_Marca_1,Tienda_15_Marca_1,4
2024-06-20,SKU_100_Marca_1,Tienda_4_Marca_1,Tienda_15_Marca_1,10
2024-06-20,SKU_11_Marca_1,Tienda_5_Marca_1,Tienda_16_Marca_1,6
2024-06-20,SKU_12_Marca_1,Tienda_5_Marca_1,Tienda_16_Marca_1,1
2024-06-20,SKU_13_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,4
2024-06-20,SKU_18_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,1
2024-06-20,SKU_26_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,7
2024-06-20,SKU_28_Marca_1,Tienda_7_Marca_1,Tienda_16_Marca_1,6
2024-06-20,SKU_31_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,4
2024-06-20,SKU_34_Marca_1,Tienda_9_Marca_1,Tienda_16_Marca_1,4
2024-06-20,SKU_35_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,6
2024-06-20,SKU_40_Marca_1,Tienda_2_Marca_1,Tienda_16_Marca_1,5
2024-06-20,SKU_51_Marca_1,Tienda_8_Marca_1,Tienda_16_Marca_1,1
2024-06-20,SKU_57_Marca_1,Tienda_5_Marca_1,Tienda_16_Marca_1,1
2024-06-20,SKU_69_Marca_1,Tienda_3_Marca_1,Tienda_16_Marca_1,3
2024-06-20,SKU_72_Marca_1,Tienda_7_Marca_1,Tienda_16_Marca_1,3
2024-06-20,SKU_75_Marca_1,Tienda_3_Marca_1,Tienda_16_Marca_1,1
2024-06-20,SKU_77_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,6
2024-06-20,SKU_96_Marca_1,Tienda_11_Marca_1,Tienda_16_Marca_1,2
2024-06-20,SKU_100_Marca_1,Tienda_1_Marca_1,Tienda_16_Marca_1,3
2024-06-20,SKU_11_Marca_1,Tienda_7_Marca_1,Tienda_17_Marca_1,13
2024-06-20,SKU_13_Marca_1,Tienda_2_Marca_1,Tienda_17_Marca_1,6
2024-06-20,SKU_18_Marca_1,Tienda_4_Marca_1,Tienda_17_Marca_1,2
2024-06-20,SKU_26_Marca_1,Tienda_7_Marca_1,Tienda_17_Marca_1,11
2024-06-20,SKU_28_Marca_1,Tienda_5_Marca_1,Tienda_17_Marca_1,3
2024-06-20,SKU_31_Marca_1,Tienda_5_Marca_1,Tienda_17_Marca_1,7
2024-06-20,SKU_34_Marca_1,Tienda_12_Marca_1,Tienda_17_Marca_1,6
2024-06-20,SKU_37_Marca_1,Tienda_8_Marca_1,Tienda_17_Marca_1,5
2024-06-20,SKU_39_Marca_1,Tienda_1_Marca_1,Tienda_17_Marca_1,2
2024-06-20,SKU_40_Marca_1,Tienda_3_Marca_1,Tienda_17_Marca_1,7
2024-06-20,SKU_43_Marca_1,Tienda_4_Marca_1,Tienda_17_Marca_1,4
2024-06-20,SKU_46_Marca_1,Tienda_1_Marca_1,Tienda_17_Marca_1,1
2024-06-20,SKU_51_Marca_1,Tienda_9_Marca_1,Tienda_17_Marca_1,3
2024-06-20,SKU_59_Marca_1,Tienda_1_Marca_1,Tienda_17_Marca_1,7
2024-06-20,SKU_65_Marca_1,Tienda_9_Marca_1,Tienda_17_Marca_1,8
2024-06-20,SKU_69_Marca_1,Tienda_3_Marca_1,Tienda_17_Marca_1,3
2024-06-20,SKU_72_Marca_1,Tienda_9_Marca_1,Tienda_17_Marca_1,3
2024-06-20,SKU_75_Marca_1,Tienda_7_Marca_1,Tienda_17_Marca_1,4
2024-06-20,SKU_76_Marca_1,Tienda_9_Marca_1,Tienda_17_Marca_1,7
2024-06-20,SKU_77_Marca_1,Tienda_4_Marca_1,Tienda_17_Marca_1,11
2024-06-20,SKU_87_Marca_1,Tienda_11_Marca_1,Tienda_17_Marca_1,1
2024-06-20,SKU_89_Marca_1,Tienda_13_Marca_1,Tienda_17_Marca_1,14
2024-06-20,SKU_92_Marca_1,Tienda_12_Marca_1,Tienda_17_Marca_1,13
2024-06-20,SKU_94_Marca_1,Tienda_9_Marca_1,Tienda_17_Marca_1,4
2024-06-20,SKU_100_Marca_1,Tienda_2_Marca_1,Tienda_17_Marca_1,4
2024-06-20,SKU_5_Marca_1,Tienda_3_Marca_1,Tienda_18_Marca_1,1
2024-06-20,SKU_8_Marca_1,Tienda_4_Marca_1,Tienda_18_Marca_1,9
2024-06-20,SKU_11_Marca_1,Tienda_15_Marca_1,Tienda_18_Marca_1,9
2024-06-20,SKU_13_Marca_1,Tienda_11_Marca_1,Tienda_18_Marca_1,6
2024-06-20,SKU_18_Marca_1,Tienda_7_Marca_1,Tienda_18_Marca_1,3
2024-06-20,SKU_22_Marca_1,Tienda_7_Marca_1,Tienda_18_Marca_1,4
2024-06-20,SKU_26_Marca_1,Tienda_15_Marca_1,Tienda_18_Marca_1,13
2024-06-20,SKU_31_Marca_1,Tienda_1_Marca_1,Tienda_18_Marca_1,4
2024-06-20,SKU_35_Marca_1,Tienda_7_Marca_1,Tienda_18_Marca_1,10
2024-06-20,SKU_37_Marca_1,Tienda_3_Marca_1,Tienda_18_Marca_1,3
2024-06-20,SKU_40_Marca_1,Tienda_4_Marca_1,Tienda_18_Marca_1,8
2024-06-20,SKU_43_Marca_1,Tienda_5_Marca_1,Tienda_18_Marca_1,8
2024-06-20,SKU_59_Marca_1,Tienda_1_Marca_1,Tienda_18_Marca_1,4
2024-06-20,SKU_72_Marca_1,Tienda_6_Marca_1,Tienda_18_Marca_1,1
2024-06-20,SKU_73_Marca_1,Tienda_2_Marca_1,Tienda_18_Marca_1,2
2024-06-20,SKU_74_Marca_1,Tienda_3_Marca_1,Tienda_18_Marca_1,4
2024-06-20,SKU_75_Marca_1,Tienda_12_Marca_1,Tienda_18_Marca_1,3
2024-06-20,SKU_77_Marca_1,Tienda_6_Marca_1,Tienda_18_Marca_1,10
2024-06-20,SKU_89_Marca_1,Tienda_1_Marca_1,Tienda_18_Marca_1,3
2024-06-20,SKU_90_Marca_1,Tienda_1_Marca_1,Tienda_18_Marca_1,2
2024-06-20,SKU_94_Marca_1,Tienda_17_Marca_1,Tienda_18_Marca_1,9
2024-06-20,SKU_97_Marca_1,Tienda_4_Marca_1,Tienda_18_Marca_1,3
2024-06-20,SKU_100_Marca_1,Tienda_3_Marca_1,Tienda_18_Marca_1,6
2024-06-20,SKU_4_Marca_1,Tienda_4_Marca_1,Tienda_19_Marca_1,5
2024-06-20,SKU_5_Marca_1,Tienda_11_Marca_1,Tienda_19_Marca_1,13
2024-06-20,SKU_8_Marca_1,Tienda_6_Marca_1,Tienda_19_Marca_1,15
2024-06-20,SKU_13_Marca_1,Tienda_15_Marca_1,Tienda_19_Marca_1,6
2024-06-20,SKU_18_Marca_1,Tienda_1_Marca_1,Tienda_19_Marca_1,1
2024-06-20,SKU_22_Marca_1,Tienda_1_Marca_1,Tienda_19_Marca_1,4
2024-06-20,SKU_26_Marca_1,Tienda_2_Marca_1,Tienda_19_Marca_1,6
2024-06-20,SKU_28_Marca_1,Tienda_9_Marca_1,Tienda_19_Marca_1,6
2024-06-20,SKU_35_Marca_1,Tienda_3_Marca_1,Tienda_19_Marca_1,3
2024-06-20,SKU_38_Marca_1,Tienda_4_Marca_1,Tienda_19_Marca_1,9
2024-06-20,SKU_39_Marca_1,Tienda_2_Marca_1,Tienda_19_Marca_1,2
2024-06-20,SKU_43_Marca_1,Tienda_4_Marca_1,Tienda_19_Marca_1,6
2024-06-20,SKU_45_Marca_1,Tienda_1_Marca_1,Tienda_19_Marca_1,1
2024-06-20,SKU_46_Marca_1,Tienda_3_Marca_1,Tienda_19_Marca_1,2
2024-06-20,SKU_51_Marca_1,Tienda_9_Marca_1,Tienda_19_Marca_1,1
2024-06-20,SKU_59_Marca_1,Tienda_2_Marca_1,Tienda_19_Marca_1,10
2024-06-20,SKU_69_Marca_1,Tienda_2_Marca_1,Tienda_19_Marca_1,1
2024-06-20,SKU_72_Marca_1,Tienda_10_Marca_1,Tienda_19_Marca_1,3
2024-06-20,SKU_73_Marca_1,Tienda_6_Marca_1,Tienda_19_Marca_1,3
2024-06-20,SKU_75_Marca_1,Tienda_17_Marca_1,Tienda_19_Marca_1,3
2024-06-20,SKU_76_Marca_1,Tienda_17_Marca_1,Tienda_19_Marca_1,6
2024-06-20,SKU_77_Marca_1,Tienda_8_Marca_1,Tienda_19_Marca_1,10
2024-06-20,SKU_89_Marca_1,Tienda_2_Marca_1,Tienda_19_Marca_1,9
2024-06-20,SKU_90_Marca_1,Tienda_6_Marca_1,Tienda_19_Marca_1,4
2024-06-20,SKU_92_Marca_1,Tienda_1_Marca_1,Tienda_19_Marca_1,8
2024-06-20,SKU_94_Marca_1,Tienda_1_Marca_1,Tienda_19_Marca_1,4
2024-06-20,SKU_100_Marca_1,Tienda_5_Marca_1,Tienda_19_Marca_1,5
2024-06-20,SKU_4_Marca_1,Tienda_5_Marca_1,Tienda_20_Marca_1,7
2024-06-20,SKU_5_Marca_1,Tienda_4_Marca_1,Tienda_20_Marca_1,9
2024-06-20,SKU_8_Marca_1,Tienda_2_Marca_1,Tienda_20_Marca_1,9
2024-06-20,SKU_11_Marca_1,Tienda_3_Marca_1,Tienda_20_Marca_1,2
2024-06-20,SKU_13_Marca_1,Tienda_10_Marca_1,Tienda_20_Marca_1,5
2024-06-20,SKU_18_Marca_1,Tienda_2_Marca_1,Tienda_20_Marca_1,1
2024-06-20,SKU_22_Marca_1,Tienda_9_Marca_1,Tienda_20_Marca_1,6
2024-06-20,SKU_24_Marca_1,Tienda_1_Marca_1,Tienda_20_Marca_1,1
2024-06-20,SKU_26_Marca_1,Tienda_18_Marca_1,Tienda_20_Marca_1,12
2024-06-20,SKU_28_Marca_1,Tienda_5_Marca_1,Tienda_20_Marca_1,2
2024-06-20,SKU_35_Marca_1,Tienda_4_Marca_1,Tienda_20_Marca_1,7
2024-06-20,SKU_38_Marca_1,Tienda_10_Marca_1,Tienda_20_Marca_1,9
2024-06-20,SKU_39_Marca_1,Tienda_1_Marca_1,Tienda_20_Marca_1,1
2024-06-20,SKU_40_Marca_1,Tienda_8_Marca_1,Tienda_20_Marca_1,5
2024-06-20,SKU_45_Marca_1,Tienda_1_Marca_1,Tienda_20_Marca_1,3
2024-06-20,SKU_59_Marca_1,Tienda_3_Marca_1,Tienda_20_Marca_1,4
2024-06-20,SKU_70_Marca_1,Tienda_4_Marca_1,Tienda_20_Marca_1,2
2024-06-20,SKU_76_Marca_1,Tienda_3_Marca_1,Tienda_20_Marca_1,4
2024-06-20,SKU_84_Marca_1,Tienda_3_Marca_1,Tienda_20_Marca_1,1
2024-06-20,SKU_89_Marca_1,Tienda_5_Marca_1,Tienda_20_Marca_1,9
