SKU,Marca,Tienda,Promedio Unidades Vendidas Diariamente,Numero Dias Inventario Restante,Unidades en Inventario,Frecuencia,Fecha Corte Inventario
SKU_54_Marca_7,Marca_7,Tienda_4_Marca_7,3,12,36,low,2024-05-20
SKU_55_Marca_7,Marca_7,Tienda_4_Marca_7,5,13,65,medium,2024-05-20
SKU_56_Marca_7,Marca_7,Tienda_4_Marca_7,9,10,90,high,2024-05-20
SKU_57_Marca_7,Marca_7,Tienda_4_Marca_7,1,11,11,low,2024-05-20
SKU_58_Marca_7,Marca_7,Tienda_4_Marca_7,7,14,98,medium,2024-05-20
SKU_59_Marca_7,Marca_7,Tienda_4_Marca_7,11,11,121,high,2024-05-20
SKU_60_Marca_7,Marca_7,Tienda_4_Marca_7,4,10,40,low,2024-05-20
SKU_61_Marca_7,Marca_7,Tienda_4_Marca_7,6,11,66,medium,2024-05-20
SKU_62_Marca_7,Marca_7,Tienda_4_Marca_7,10,13,130,high,2024-05-20
SKU_63_Marca_7,Marca_7,Tienda_4_Marca_7,2,11,22,low,2024-05-20
SKU_64_Marca_7,Marca_7,Tienda_4_Marca_7,7,13,91,medium,2024-05-20
SKU_65_Marca_7,Marca_7,Tienda_4_Marca_7,12,11,132,high,2024-05-20
SKU_66_Marca_7,Marca_7,Tienda_4_Marca_7,3,10,30,low,2024-05-20
SKU_67_Marca_7,Marca_7,Tienda_4_Marca_7,6,13,78,medium,2024-05-20
SKU_68_Marca_7,Marca_7,Tienda_4_Marca_7,12,13,156,high,2024-05-20
SKU_69_Marca_7,Marca_7,Tienda_4_Marca_7,1,13,13,low,2024-05-20
SKU_70_Marca_7,Marca_7,Tienda_4_Marca_7,8,10,80,medium,2024-05-20
SKU_71_Marca_7,Marca_7,Tienda_4_Marca_7,10,12,120,high,2024-05-20
SKU_72_Marca_7,Marca_7,Tienda_4_Marca_7,3,14,42,low,2024-05-20
SKU_73_Marca_7,Marca_7,Tienda_4_Marca_7,6,12,72,medium,2024-05-20
SKU_74_Marca_7,Marca_7,Tienda_4_Marca_7,11,10,110,high,2024-05-20
SKU_75_Marca_7,Marca_7,Tienda_4_Marca_7,4,11,44,low,2024-05-20
SKU_76_Marca_7,Marca_7,Tienda_4_Marca_7,6,8,48,medium,2024-05-20
SKU_77_Marca_7,Marca_7,Tienda_4_Marca_7,10,12,120,high,2024-05-20
SKU_78_Marca_7,Marca_7,Tienda_4_Marca_7,4,9,36,low,2024-05-20
SKU_79_Marca_7,Marca_7,Tienda_4_Marca_7,5,8,40,medium,2024-05-20
SKU_80_Marca_7,Marca_7,Tienda_4_Marca_7,11,14,154,high,2024-05-20
SKU_81_Marca_7,Marca_7,Tienda_4_Marca_7,3,11,33,low,2024-05-20
SKU_82_Marca_7,Marca_7,Tienda_4_Marca_7,6,8,48,medium,2024-05-20
SKU_83_Marca_7,Marca_7,Tienda_4_Marca_7,11,11,121,high,2024-05-20
SKU_84_Marca_7,Marca_7,Tienda_4_Marca_7,3,13,39,low,2024-05-20
SKU_85_Marca_7,Marca_7,Tienda_4_Marca_7,7,12,84,medium,2024-05-20
SKU_86_Marca_7,Marca_7,Tienda_4_Marca_7,12,14,168,high,2024-05-20
SKU_87_Marca_7,Marca_7,Tienda_4_Marca_7,3,8,24,low,2024-05-20
SKU_88_Marca_7,Marca_7,Tienda_4_Marca_7,6,13,78,medium,2024-05-20
SKU_89_Marca_7,Marca_7,Tienda_4_Marca_7,8,7,56,high,2024-05-20
SKU_90_Marca_7,Marca_7,Tienda_4_Marca_7,1,12,12,low,2024-05-20
SKU_91_Marca_7,Marca_7,Tienda_4_Marca_7,6,10,60,medium,2024-05-20
SKU_92_Marca_7,Marca_7,Tienda_4_Marca_7,8,12,96,high,2024-05-20
SKU_93_Marca_7,Marca_7,Tienda_4_Marca_7,2,9,18,low,2024-05-20
SKU_94_Marca_7,Marca_7,Tienda_4_Marca_7,7,11,77,medium,2024-05-20
SKU_95_Marca_7,Marca_7,Tienda_4_Marca_7,9,11,99,high,2024-05-20
SKU_96_Marca_7,Marca_7,Tienda_4_Marca_7,2,13,26,low,2024-05-20
SKU_97_Marca_7,Marca_7,Tienda_4_Marca_7,5,8,40,medium,2024-05-20
SKU_98_Marca_7,Marca_7,Tienda_4_Marca_7,11,12,132,high,2024-05-20
SKU_99_Marca_7,Marca_7,Tienda_4_Marca_7,2,8,16,low,2024-05-20
SKU_100_Marca_7,Marca_7,Tienda_4_Marca_7,7,12,84,medium,2024-05-20
SKU_1_Marca_7,Marca_7,Tienda_5_Marca_7,5,12,60,medium,2024-05-20
SKU_2_Marca_7,Marca_7,Tienda_5_Marca_7,8,11,88,high,2024-05-20
SKU_3_Marca_7,Marca_7,Tienda_5_Marca_7,1,10,10,low,2024-05-20
SKU_4_Marca_7,Marca_7,Tienda_5_Marca_7,4,10,40,medium,2024-05-20
SKU_5_Marca_7,Marca_7,Tienda_5_Marca_7,10,10,100,high,2024-05-20
SKU_6_Marca_7,Marca_7,Tienda_5_Marca_7,1,10,10,low,2024-05-20
SKU_7_Marca_7,Marca_7,Tienda_5_Marca_7,7,10,70,medium,2024-05-20
SKU_8_Marca_7,Marca_7,Tienda_5_Marca_7,11,10,110,high,2024-05-20
SKU_9_Marca_7,Marca_7,Tienda_5_Marca_7,2,11,22,low,2024-05-20
SKU_10_Marca_7,Marca_7,Tienda_5_Marca_7,8,8,64,medium,2024-05-20
SKU_11_Marca_7,Marca_7,Tienda_5_Marca_7,8,11,88,high,2024-05-20
SKU_12_Marca_7,Marca_7,Tienda_5_Marca_7,4,14,56,low,2024-05-20
SKU_13_Marca_7,Marca_7,Tienda_5_Marca_7,6,10,60,medium,2024-05-20
SKU_14_Marca_7,Marca_7,Tienda_5_Marca_7,11,11,121,high,2024-05-20
SKU_15_Marca_7,Marca_7,Tienda_5_Marca_7,3,13,39,low,2024-05-20
SKU_16_Marca_7,Marca_7,Tienda_5_Marca_7,7,10,70,medium,2024-05-20
SKU_17_Marca_7,Marca_7,Tienda_5_Marca_7,10,11,110,high,2024-05-20
SKU_18_Marca_7,Marca_7,Tienda_5_Marca_7,2,10,20,low,2024-05-20
SKU_19_Marca_7,Marca_7,Tienda_5_Marca_7,4,8,32,medium,2024-05-20
SKU_20_Marca_7,Marca_7,Tienda_5_Marca_7,10,13,130,high,2024-05-20
SKU_21_Marca_7,Marca_7,Tienda_5_Marca_7,2,11,22,low,2024-05-20
SKU_22_Marca_7,Marca_7,Tienda_5_Marca_7,5,8,40,medium,2024-05-20
SKU_23_Marca_7,Marca_7,Tienda_5_Marca_7,12,13,156,high,2024-05-20
SKU_24_Marca_7,Marca_7,Tienda_5_Marca_7,1,12,12,low,2024-05-20
SKU_25_Marca_7,Marca_7,Tienda_5_Marca_7,5,14,70,medium,2024-05-20
SKU_26_Marca_7,Marca_7,Tienda_5_Marca_7,9,9,81,high,2024-05-20
SKU_27_Marca_7,Marca_7,Tienda_5_Marca_7,3,13,39,low,2024-05-20
SKU_28_Marca_7,Marca_7,Tienda_5_Marca_7,5,12,60,medium,2024-05-20
SKU_29_Marca_7,Marca_7,Tienda_5_Marca_7,8,13,104,high,2024-05-20
SKU_30_Marca_7,Marca_7,Tienda_5_Marca_7,1,13,13,low,2024-05-20
SKU_31_Marca_7,Marca_7,Tienda_5_Marca_7,6,10,60,medium,2024-05-20
SKU_32_Marca_7,Marca_7,Tienda_5_Marca_7,12,14,168,high,2024-05-20
SKU_33_Marca_7,Marca_7,Tienda_5_Marca_7,3,8,24,low,2024-05-20
SKU_34_Marca_7,Marca_7,Tienda_5_Marca_7,6,11,66,medium,2024-05-20
SKU_35_Marca_7,Marca_7,Tienda_5_Marca_7,10,11,110,high,2024-05-20
SKU_36_Marca_7,Marca_7,Tienda_5_Marca_7,1,12,12,low,2024-05-20
SKU_37_Marca_7,Marca_7,Tienda_5_Marca_7,7,8,56,medium,2024-05-20
SKU_38_Marca_7,Marca_7,Tienda_5_Marca_7,10,11,110,high,2024-05-20
SKU_39_Marca_7,Marca_7,Tienda_5_Marca_7,3,8,24,low,2024-05-20
SKU_40_Marca_7,Marca_7,Tienda_5_Marca_7,7,9,63,medium,2024-05-20
SKU_41_Marca_7,Marca_7,Tienda_5_Marca_7,10,12,120,high,2024-05-20
SKU_42_Marca_7,Marca_7,Tienda_5_Marca_7,3,8,24,low,2024-05-20
SKU_43_Marca_7,Marca_7,Tienda_5_Marca_7,6,14,84,medium,2024-05-20
SKU_44_Marca_7,Marca_7,Tienda_5_Marca_7,9,13,117,high,2024-05-20
SKU_45_Marca_7,Marca_7,Tienda_5_Marca_7,3,12,36,low,2024-05-20
SKU_46_Marca_7,Marca_7,Tienda_5_Marca_7,5,9,45,medium,2024-05-20
SKU_47_Marca_7,Marca_7,Tienda_5_Marca_7,12,10,120,high,2024-05-20
SKU_48_Marca_7,Marca_7,Tienda_5_Marca_7,1,11,11,low,2024-05-20
SKU_49_Marca_7,Marca_7,Tienda_5_Marca_7,4,13,52,medium,2024-05-20
SKU_50_Marca_7,Marca_7,Tienda_5_Marca_7,11,13,143,high,2024-05-20
SKU_51_Marca_7,Marca_7,Tienda_5_Marca_7,3,8,24,low,2024-05-20
SKU_52_Marca_7,Marca_7,Tienda_5_Marca_7,6,12,72,medium,2024-05-20
SKU_53_Marca_7,Marca_7,Tienda_5_Marca_7,10,14,140,high,2024-05-20
SKU_54_Marca_7,Marca_7,Tienda_5_Marca_7,3,7,21,low,2024-05-20
SKU_55_Marca_7,Marca_7,Tienda_5_Marca_7,8,8,64,medium,2024-05-20
SKU_56_Marca_7,Marca_7,Tienda_5_Marca_7,9,12,108,high,2024-05-20
SKU_57_Marca_7,Marca_7,Tienda_5_Marca_7,4,11,44,low,2024-05-20
SKU_58_Marca_7,Marca_7,Tienda_5_Marca_7,5,9,45,medium,2024-05-20
SKU_59_Marca_7,Marca_7,Tienda_5_Marca_7,9,9,81,high,2024-05-20
SKU_60_Marca_7,Marca_7,Tienda_5_Marca_7,2,11,22,low,2024-05-20
SKU_61_Marca_7,Marca_7,Tienda_5_Marca_7,8,9,72,medium,2024-05-20
SKU_62_Marca_7,Marca_7,Tienda_5_Marca_7,9,13,117,high,2024-05-20
SKU_63_Marca_7,Marca_7,Tienda_5_Marca_7,3,14,42,low,2024-05-20
SKU_64_Marca_7,Marca_7,Tienda_5_Marca_7,5,8,40,medium,2024-05-20
SKU_65_Marca_7,Marca_7,Tienda_5_Marca_7,10,11,110,high,2024-05-20
SKU_66_Marca_7,Marca_7,Tienda_5_Marca_7,2,11,22,low,2024-05-20
SKU_67_Marca_7,Marca_7,Tienda_5_Marca_7,5,10,50,medium,2024-05-20
SKU_68_Marca_7,Marca_7,Tienda_5_Marca_7,11,10,110,high,2024-05-20
SKU_69_Marca_7,Marca_7,Tienda_5_Marca_7,3,10,30,low,2024-05-20
SKU_70_Marca_7,Marca_7,Tienda_5_Marca_7,5,9,45,medium,2024-05-20
SKU_71_Marca_7,Marca_7,Tienda_5_Marca_7,10,7,70,high,2024-05-20
SKU_72_Marca_7,Marca_7,Tienda_5_Marca_7,3,13,39,low,2024-05-20
SKU_73_Marca_7,Marca_7,Tienda_5_Marca_7,5,7,35,medium,2024-05-20
SKU_74_Marca_7,Marca_7,Tienda_5_Marca_7,12,9,108,high,2024-05-20
SKU_75_Marca_7,Marca_7,Tienda_5_Marca_7,1,10,10,low,2024-05-20
SKU_76_Marca_7,Marca_7,Tienda_5_Marca_7,7,9,63,medium,2024-05-20
SKU_77_Marca_7,Marca_7,Tienda_5_Marca_7,10,10,100,high,2024-05-20
SKU_78_Marca_7,Marca_7,Tienda_5_Marca_7,1,9,9,low,2024-05-20
SKU_79_Marca_7,Marca_7,Tienda_5_Marca_7,7,11,77,medium,2024-05-20
SKU_80_Marca_7,Marca_7,Tienda_5_Marca_7,8,8,64,high,2024-05-20
SKU_81_Marca_7,Marca_7,Tienda_5_Marca_7,3,13,39,low,2024-05-20
SKU_82_Marca_7,Marca_7,Tienda_5_Marca_7,5,11,55,medium,2024-05-20
SKU_83_Marca_7,Marca_7,Tienda_5_Marca_7,9,9,81,high,2024-05-20
SKU_84_Marca_7,Marca_7,Tienda_5_Marca_7,1,12,12,low,2024-05-20
SKU_85_Marca_7,Marca_7,Tienda_5_Marca_7,6,13,78,medium,2024-05-20
SKU_86_Marca_7,Marca_7,Tienda_5_Marca_7,11,13,143,high,2024-05-20
SKU_87_Marca_7,Marca_7,Tienda_5_Marca_7,2,8,16,low,2024-05-20
SKU_88_Marca_7,Marca_7,Tienda_5_Marca_7,8,12,96,medium,2024-05-20
SKU_89_Marca_7,Marca_7,Tienda_5_Marca_7,11,7,77,high,2024-05-20
SKU_90_Marca_7,Marca_7,Tienda_5_Marca_7,2,12,24,low,2024-05-20
SKU_91_Marca_7,Marca_7,Tienda_5_Marca_7,4,11,44,medium,2024-05-20
SKU_92_Marca_7,Marca_7,Tienda_5_Marca_7,10,7,70,high,2024-05-20
SKU_93_Marca_7,Marca_7,Tienda_5_Marca_7,2,9,18,low,2024-05-20
SKU_94_Marca_7,Marca_7,Tienda_5_Marca_7,4,11,44,medium,2024-05-20
SKU_95_Marca_7,Marca_7,Tienda_5_Marca_7,9,9,81,high,2024-05-20
SKU_96_Marca_7,Marca_7,Tienda_5_Marca_7,4,10,40,low,2024-05-20
SKU_97_Marca_7,Marca_7,Tienda_5_Marca_7,6,12,72,medium,2024-05-20
SKU_98_Marca_7,Marca_7,Tienda_5_Marca_7,12,7,84,high,2024-05-20
SKU_99_Marca_7,Marca_7,Tienda_5_Marca_7,2,11,22,low,2024-05-20
SKU_100_Marca_7,Marca_7,Tienda_5_Marca_7,5,12,60,medium,2024-05-20
SKU_1_Marca_7,Marca_7,Tienda_6_Marca_7,8,14,112,medium,2024-05-20
SKU_2_Marca_7,Marca_7,Tienda_6_Marca_7,9,9,81,high,2024-05-20
SKU_3_Marca_7,Marca_7,Tienda_6_Marca_7,4,10,40,low,2024-05-20
SKU_4_Marca_7,Marca_7,Tienda_6_Marca_7,5,12,60,medium,2024-05-20
SKU_5_Marca_7,Marca_7,Tienda_6_Marca_7,9,9,81,high,2024-05-20
SKU_6_Marca_7,Marca_7,Tienda_6_Marca_7,4,8,32,low,2024-05-20
SKU_7_Marca_7,Marca_7,Tienda_6_Marca_7,4,9,36,medium,2024-05-20
SKU_8_Marca_7,Marca_7,Tienda_6_Marca_7,10,8,80,high,2024-05-20
SKU_9_Marca_7,Marca_7,Tienda_6_Marca_7,2,11,22,low,2024-05-20
SKU_10_Marca_7,Marca_7,Tienda_6_Marca_7,7,9,63,medium,2024-05-20
SKU_11_Marca_7,Marca_7,Tienda_6_Marca_7,11,9,99,high,2024-05-20
SKU_12_Marca_7,Marca_7,Tienda_6_Marca_7,3,10,30,low,2024-05-20
SKU_13_Marca_7,Marca_7,Tienda_6_Marca_7,4,12,48,medium,2024-05-20
SKU_14_Marca_7,Marca_7,Tienda_6_Marca_7,9,8,72,high,2024-05-20
SKU_15_Marca_7,Marca_7,Tienda_6_Marca_7,2,12,24,low,2024-05-20
SKU_16_Marca_7,Marca_7,Tienda_6_Marca_7,5,8,40,medium,2024-05-20
SKU_17_Marca_7,Marca_7,Tienda_6_Marca_7,8,10,80,high,2024-05-20
SKU_18_Marca_7,Marca_7,Tienda_6_Marca_7,2,9,18,low,2024-05-20
SKU_19_Marca_7,Marca_7,Tienda_6_Marca_7,4,10,40,medium,2024-05-20
SKU_20_Marca_7,Marca_7,Tienda_6_Marca_7,11,12,132,high,2024-05-20
SKU_21_Marca_7,Marca_7,Tienda_6_Marca_7,4,7,28,low,2024-05-20
SKU_22_Marca_7,Marca_7,Tienda_6_Marca_7,8,9,72,medium,2024-05-20
SKU_23_Marca_7,Marca_7,Tienda_6_Marca_7,12,9,108,high,2024-05-20
SKU_24_Marca_7,Marca_7,Tienda_6_Marca_7,2,9,18,low,2024-05-20
SKU_25_Marca_7,Marca_7,Tienda_6_Marca_7,5,13,65,medium,2024-05-20
SKU_26_Marca_7,Marca_7,Tienda_6_Marca_7,11,14,154,high,2024-05-20
SKU_27_Marca_7,Marca_7,Tienda_6_Marca_7,3,10,30,low,2024-05-20
SKU_28_Marca_7,Marca_7,Tienda_6_Marca_7,4,14,56,medium,2024-05-20
SKU_29_Marca_7,Marca_7,Tienda_6_Marca_7,10,12,120,high,2024-05-20
SKU_30_Marca_7,Marca_7,Tienda_6_Marca_7,2,11,22,low,2024-05-20
SKU_31_Marca_7,Marca_7,Tienda_6_Marca_7,8,8,64,medium,2024-05-20
SKU_32_Marca_7,Marca_7,Tienda_6_Marca_7,9,8,72,high,2024-05-20
SKU_33_Marca_7,Marca_7,Tienda_6_Marca_7,3,7,21,low,2024-05-20
SKU_34_Marca_7,Marca_7,Tienda_6_Marca_7,4,9,36,medium,2024-05-20
SKU_35_Marca_7,Marca_7,Tienda_6_Marca_7,10,10,100,high,2024-05-20
SKU_36_Marca_7,Marca_7,Tienda_6_Marca_7,1,14,14,low,2024-05-20
SKU_37_Marca_7,Marca_7,Tienda_6_Marca_7,8,9,72,medium,2024-05-20
SKU_38_Marca_7,Marca_7,Tienda_6_Marca_7,11,11,121,high,2024-05-20
SKU_39_Marca_7,Marca_7,Tienda_6_Marca_7,2,9,18,low,2024-05-20
SKU_40_Marca_7,Marca_7,Tienda_6_Marca_7,6,10,60,medium,2024-05-20
SKU_41_Marca_7,Marca_7,Tienda_6_Marca_7,9,13,117,high,2024-05-20
SKU_42_Marca_7,Marca_7,Tienda_6_Marca_7,2,12,24,low,2024-05-20
SKU_43_Marca_7,Marca_7,Tienda_6_Marca_7,5,11,55,medium,2024-05-20
SKU_44_Marca_7,Marca_7,Tienda_6_Marca_7,9,11,99,high,2024-05-20
SKU_45_Marca_7,Marca_7,Tienda_6_Marca_7,3,12,36,low,2024-05-20
SKU_46_Marca_7,Marca_7,Tienda_6_Marca_7,5,12,60,medium,2024-05-20
SKU_47_Marca_7,Marca_7,Tienda_6_Marca_7,12,11,132,high,2024-05-20
SKU_48_Marca_7,Marca_7,Tienda_6_Marca_7,1,12,12,low,2024-05-20
SKU_49_Marca_7,Marca_7,Tienda_6_Marca_7,4,13,52,medium,2024-05-20
SKU_50_Marca_7,Marca_7,Tienda_6_Marca_7,10,10,100,high,2024-05-20
SKU_51_Marca_7,Marca_7,Tienda_6_Marca_7,1,10,10,low,2024-05-20
SKU_52_Marca_7,Marca_7,Tienda_6_Marca_7,8,7,56,medium,2024-05-20
SKU_53_Marca_7,Marca_7,Tienda_6_Marca_7,10,14,140,high,2024-05-20
SKU_54_Marca_7,Marca_7,Tienda_6_Marca_7,2,10,20,low,2024-05-20
SKU_55_Marca_7,Marca_7,Tienda_6_Marca_7,6,10,60,medium,2024-05-20
SKU_56_Marca_7,Marca_7,Tienda_6_Marca_7,9,7,63,high,2024-05-20
SKU_57_Marca_7,Marca_7,Tienda_6_Marca_7,3,13,39,low,2024-05-20
SKU_58_Marca_7,Marca_7,Tienda_6_Marca_7,4,8,32,medium,2024-05-20
SKU_59_Marca_7,Marca_7,Tienda_6_Marca_7,9,13,117,high,2024-05-20
SKU_60_Marca_7,Marca_7,Tienda_6_Marca_7,2,13,26,low,2024-05-20
SKU_61_Marca_7,Marca_7,Tienda_6_Marca_7,4,14,56,medium,2024-05-20
SKU_62_Marca_7,Marca_7,Tienda_6_Marca_7,10,12,120,high,2024-05-20
SKU_63_Marca_7,Marca_7,Tienda_6_Marca_7,2,12,24,low,2024-05-20
SKU_64_Marca_7,Marca_7,Tienda_6_Marca_7,5,7,35,medium,2024-05-20
SKU_65_Marca_7,Marca_7,Tienda_6_Marca_7,10,13,130,high,2024-05-20
SKU_66_Marca_7,Marca_7,Tienda_6_Marca_7,3,11,33,low,2024-05-20
SKU_67_Marca_7,Marca_7,Tienda_6_Marca_7,6,8,48,medium,2024-05-20
SKU_68_Marca_7,Marca_7,Tienda_6_Marca_7,11,13,143,high,2024-05-20
SKU_69_Marca_7,Marca_7,Tienda_6_Marca_7,3,10,30,low,2024-05-20
SKU_70_Marca_7,Marca_7,Tienda_6_Marca_7,8,13,104,medium,2024-05-20
SKU_71_Marca_7,Marca_7,Tienda_6_Marca_7,11,10,110,high,2024-05-20
SKU_72_Marca_7,Marca_7,Tienda_6_Marca_7,3,11,33,low,2024-05-20
SKU_73_Marca_7,Marca_7,Tienda_6_Marca_7,6,9,54,medium,2024-05-20
SKU_74_Marca_7,Marca_7,Tienda_6_Marca_7,10,11,110,high,2024-05-20
SKU_75_Marca_7,Marca_7,Tienda_6_Marca_7,2,9,18,low,2024-05-20
SKU_76_Marca_7,Marca_7,Tienda_6_Marca_7,7,11,77,medium,2024-05-20
SKU_77_Marca_7,Marca_7,Tienda_6_Marca_7,8,10,80,high,2024-05-20
SKU_78_Marca_7,Marca_7,Tienda_6_Marca_7,4,12,48,low,2024-05-20
SKU_79_Marca_7,Marca_7,Tienda_6_Marca_7,5,14,70,medium,2024-05-20
SKU_80_Marca_7,Marca_7,Tienda_6_Marca_7,8,14,112,high,2024-05-20
SKU_81_Marca_7,Marca_7,Tienda_6_Marca_7,2,7,14,low,2024-05-20
SKU_82_Marca_7,Marca_7,Tienda_6_Marca_7,6,10,60,medium,2024-05-20
SKU_83_Marca_7,Marca_7,Tienda_6_Marca_7,10,13,130,high,2024-05-20
SKU_84_Marca_7,Marca_7,Tienda_6_Marca_7,4,10,40,low,2024-05-20
SKU_85_Marca_7,Marca_7,Tienda_6_Marca_7,6,8,48,medium,2024-05-20
SKU_86_Marca_7,Marca_7,Tienda_6_Marca_7,8,11,88,high,2024-05-20
SKU_87_Marca_7,Marca_7,Tienda_6_Marca_7,1,12,12,low,2024-05-20
SKU_88_Marca_7,Marca_7,Tienda_6_Marca_7,6,8,48,medium,2024-05-20
SKU_89_Marca_7,Marca_7,Tienda_6_Marca_7,10,8,80,high,2024-05-20
SKU_90_Marca_7,Marca_7,Tienda_6_Marca_7,2,13,26,low,2024-05-20
SKU_91_Marca_7,Marca_7,Tienda_6_Marca_7,6,8,48,medium,2024-05-20
SKU_92_Marca_7,Marca_7,Tienda_6_Marca_7,11,8,88,high,2024-05-20
SKU_93_Marca_7,Marca_7,Tienda_6_Marca_7,3,10,30,low,2024-05-20
SKU_94_Marca_7,Marca_7,Tienda_6_Marca_7,6,13,78,medium,2024-05-20
SKU_95_Marca_7,Marca_7,Tienda_6_Marca_7,11,7,77,high,2024-05-20
SKU_96_Marca_7,Marca_7,Tienda_6_Marca_7,2,13,26,low,2024-05-20
SKU_97_Marca_7,Marca_7,Tienda_6_Marca_7,4,11,44,medium,2024-05-20
SKU_98_Marca_7,Marca_7,Tienda_6_Marca_7,11,11,121,high,2024-05-20
SKU_99_Marca_7,Marca_7,Tienda_6_Marca_7,3,12,36,low,2024-05-20
SKU_100_Marca_7,Marca_7,Tienda_6_Marca_7,7,13,91,medium,2024-05-20
SKU_1_Marca_7,Marca_7,Tienda_7_Marca_7,7,10,70,medium,2024-05-20
SKU_2_Marca_7,Marca_7,Tienda_7_Marca_7,10,12,120,high,2024-05-20
SKU_3_Marca_7,Marca_7,Tienda_7_Marca_7,4,9,36,low,2024-05-20
SKU_4_Marca_7,Marca_7,Tienda_7_Marca_7,5,14,70,medium,2024-05-20
SKU_5_Marca_7,Marca_7,Tienda_7_Marca_7,10,8,80,high,2024-05-20
SKU_6_Marca_7,Marca_7,Tienda_7_Marca_7,3,14,42,low,2024-05-20
SKU_7_Marca_7,Marca_7,Tienda_7_Marca_7,7,12,84,medium,2024-05-20
SKU_8_Marca_7,Marca_7,Tienda_7_Marca_7,9,13,117,high,2024-05-20
SKU_9_Marca_7,Marca_7,Tienda_7_Marca_7,3,13,39,low,2024-05-20
SKU_10_Marca_7,Marca_7,Tienda_7_Marca_7,5,7,35,medium,2024-05-20
SKU_11_Marca_7,Marca_7,Tienda_7_Marca_7,10,9,90,high,2024-05-20
SKU_12_Marca_7,Marca_7,Tienda_7_Marca_7,3,14,42,low,2024-05-20
SKU_13_Marca_7,Marca_7,Tienda_7_Marca_7,7,13,91,medium,2024-05-20
SKU_14_Marca_7,Marca_7,Tienda_7_Marca_7,10,12,120,high,2024-05-20
SKU_15_Marca_7,Marca_7,Tienda_7_Marca_7,4,12,48,low,2024-05-20
SKU_16_Marca_7,Marca_7,Tienda_7_Marca_7,6,11,66,medium,2024-05-20
SKU_17_Marca_7,Marca_7,Tienda_7_Marca_7,11,9,99,high,2024-05-20
SKU_18_Marca_7,Marca_7,Tienda_7_Marca_7,3,14,42,low,2024-05-20
SKU_19_Marca_7,Marca_7,Tienda_7_Marca_7,6,12,72,medium,2024-05-20
SKU_20_Marca_7,Marca_7,Tienda_7_Marca_7,11,12,132,high,2024-05-20
SKU_21_Marca_7,Marca_7,Tienda_7_Marca_7,3,13,39,low,2024-05-20
SKU_22_Marca_7,Marca_7,Tienda_7_Marca_7,6,7,42,medium,2024-05-20
SKU_23_Marca_7,Marca_7,Tienda_7_Marca_7,11,12,132,high,2024-05-20
SKU_24_Marca_7,Marca_7,Tienda_7_Marca_7,4,8,32,low,2024-05-20
SKU_25_Marca_7,Marca_7,Tienda_7_Marca_7,4,14,56,medium,2024-05-20
SKU_26_Marca_7,Marca_7,Tienda_7_Marca_7,9,13,117,high,2024-05-20
SKU_27_Marca_7,Marca_7,Tienda_7_Marca_7,3,12,36,low,2024-05-20
SKU_28_Marca_7,Marca_7,Tienda_7_Marca_7,5,12,60,medium,2024-05-20
SKU_29_Marca_7,Marca_7,Tienda_7_Marca_7,12,10,120,high,2024-05-20
SKU_30_Marca_7,Marca_7,Tienda_7_Marca_7,2,10,20,low,2024-05-20
SKU_31_Marca_7,Marca_7,Tienda_7_Marca_7,4,13,52,medium,2024-05-20
SKU_32_Marca_7,Marca_7,Tienda_7_Marca_7,11,14,154,high,2024-05-20
SKU_33_Marca_7,Marca_7,Tienda_7_Marca_7,3,12,36,low,2024-05-20
SKU_34_Marca_7,Marca_7,Tienda_7_Marca_7,5,12,60,medium,2024-05-20
SKU_35_Marca_7,Marca_7,Tienda_7_Marca_7,11,13,143,high,2024-05-20
SKU_36_Marca_7,Marca_7,Tienda_7_Marca_7,3,14,42,low,2024-05-20
SKU_37_Marca_7,Marca_7,Tienda_7_Marca_7,7,13,91,medium,2024-05-20
SKU_38_Marca_7,Marca_7,Tienda_7_Marca_7,8,13,104,high,2024-05-20
SKU_39_Marca_7,Marca_7,Tienda_7_Marca_7,3,10,30,low,2024-05-20
SKU_40_Marca_7,Marca_7,Tienda_7_Marca_7,4,12,48,medium,2024-05-20
SKU_41_Marca_7,Marca_7,Tienda_7_Marca_7,9,10,90,high,2024-05-20
SKU_42_Marca_7,Marca_7,Tienda_7_Marca_7,3,13,39,low,2024-05-20
SKU_43_Marca_7,Marca_7,Tienda_7_Marca_7,7,10,70,medium,2024-05-20
SKU_44_Marca_7,Marca_7,Tienda_7_Marca_7,10,9,90,high,2024-05-20
SKU_45_Marca_7,Marca_7,Tienda_7_Marca_7,2,8,16,low,2024-05-20
SKU_46_Marca_7,Marca_7,Tienda_7_Marca_7,8,11,88,medium,2024-05-20
SKU_47_Marca_7,Marca_7,Tienda_7_Marca_7,9,9,81,high,2024-05-20
SKU_48_Marca_7,Marca_7,Tienda_7_Marca_7,3,11,33,low,2024-05-20
SKU_49_Marca_7,Marca_7,Tienda_7_Marca_7,4,14,56,medium,2024-05-20
SKU_50_Marca_7,Marca_7,Tienda_7_Marca_7,9,7,63,high,2024-05-20
SKU_51_Marca_7,Marca_7,Tienda_7_Marca_7,1,11,11,low,2024-05-20
SKU_52_Marca_7,Marca_7,Tienda_7_Marca_7,5,7,35,medium,2024-05-20
SKU_53_Marca_7,Marca_7,Tienda_7_Marca_7,10,11,110,high,2024-05-20
