SKU,Marca,ID Orden de Compra,Fecha Orden de Compra,Fecha Recepcion Mercancia,Lead Time en Dias,Volumen Solicitado,Volumen Recibido,Fiabilidad
SKU_42_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,295,248,84.06779661016948
SKU_42_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,230,203,88.26086956521739
SKU_42_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,190,163,85.78947368421052
SKU_42_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,157,142,90.44585987261146
SKU_42_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,193,159,82.38341968911918
SKU_42_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,220,198,90.0
SKU_42_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,565,502,88.84955752212389
SKU_42_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,540,519,96.11111111111111
SKU_42_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,221,189,85.52036199095022
SKU_42_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,315,314,99.68253968253968
SKU_42_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,195,171,87.6923076923077
SKU_42_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,187,164,87.70053475935828
SKU_42_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,240,194,80.83333333333333
SKU_42_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,283,228,80.56537102473497
SKU_43_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,1245,1213,97.429718875502
SKU_43_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,262,228,87.02290076335878
SKU_43_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,498,492,98.79518072289156
SKU_43_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,508,457,89.96062992125984
SKU_43_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,426,375,88.02816901408451
SKU_43_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,457,397,86.87089715536105
SKU_43_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,530,424,80.0
SKU_43_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1161,1133,97.58828596037898
SKU_43_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1428,1184,82.91316526610645
SKU_43_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,432,349,80.78703703703704
SKU_43_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,574,518,90.2439024390244
SKU_43_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,427,394,92.27166276346604
SKU_43_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,350,330,94.28571428571428
SKU_43_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,373,345,92.49329758713137
SKU_43_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,525,459,87.42857142857143
SKU_44_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,2387,1965,82.32090490155007
SKU_44_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,660,628,95.15151515151516
SKU_44_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,806,758,94.04466501240695
SKU_44_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,617,560,90.76175040518638
SKU_44_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,780,680,87.17948717948718
SKU_44_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,651,560,86.02150537634408
SKU_44_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,854,739,86.53395784543325
SKU_44_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,2400,2353,98.04166666666667
SKU_44_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,2125,1706,80.28235294117647
SKU_44_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,921,771,83.71335504885994
SKU_44_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,922,855,92.73318872017353
SKU_44_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,914,852,93.21663019693655
SKU_44_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,915,777,84.91803278688525
SKU_44_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,974,906,93.01848049281314
SKU_44_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,928,768,82.75862068965517
SKU_45_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,551,547,99.27404718693285
SKU_45_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,247,237,95.95141700404858
SKU_45_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,217,206,94.93087557603687
SKU_45_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,197,185,93.90862944162437
SKU_45_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,92,80,86.95652173913044
SKU_45_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,214,187,87.38317757009347
SKU_45_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,298,244,81.87919463087249
SKU_45_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,455,449,98.68131868131869
SKU_45_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,508,490,96.45669291338582
SKU_45_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,245,198,80.81632653061224
SKU_45_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,220,192,87.27272727272727
SKU_45_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,167,137,82.03592814371258
SKU_45_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,172,164,95.34883720930233
SKU_45_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,217,190,87.55760368663594
SKU_45_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,207,195,94.20289855072464
SKU_46_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,1104,1029,93.20652173913044
SKU_46_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,518,462,89.1891891891892
SKU_46_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,597,553,92.62981574539364
SKU_46_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,557,532,95.51166965888689
SKU_46_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,601,600,99.83361064891847
SKU_46_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,314,266,84.71337579617835
SKU_46_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,521,444,85.22072936660268
SKU_46_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1444,1178,81.57894736842105
SKU_46_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1648,1622,98.42233009708737
SKU_46_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,664,610,91.86746987951807
SKU_46_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,717,653,91.07391910739192
SKU_46_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,507,441,86.98224852071006
SKU_46_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,526,484,92.01520912547528
SKU_46_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,324,287,88.58024691358025
SKU_46_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,488,414,84.8360655737705
SKU_47_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,2447,1991,81.36493665713118
SKU_47_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,790,766,96.9620253164557
SKU_47_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,668,593,88.77245508982035
SKU_47_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,827,667,80.65296251511487
SKU_47_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,884,870,98.41628959276018
SKU_47_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,871,702,80.59701492537313
SKU_47_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,764,733,95.94240837696336
SKU_47_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,2201,2046,92.95774647887323
SKU_47_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,2058,1850,89.89310009718173
SKU_47_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,965,827,85.69948186528498
SKU_47_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,777,775,99.74259974259975
SKU_47_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,955,797,83.45549738219896
SKU_47_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,944,886,93.85593220338984
SKU_47_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,679,673,99.11634756995582
SKU_47_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,621,561,90.33816425120773
SKU_48_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,613,579,94.45350734094616
SKU_48_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,173,153,88.4393063583815
SKU_48_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,237,213,89.87341772151899
SKU_48_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,195,191,97.94871794871794
SKU_48_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,168,163,97.02380952380952
SKU_48_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,108,86,79.62962962962963
SKU_48_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,142,137,96.47887323943662
SKU_48_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,585,500,85.47008547008546
SKU_48_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,535,464,86.72897196261682
SKU_48_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,213,211,99.06103286384976
SKU_48_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,213,179,84.03755868544602
SKU_48_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,184,182,98.91304347826086
SKU_48_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,188,172,91.48936170212765
SKU_48_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,304,256,84.21052631578947
SKU_48_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,211,210,99.52606635071089
SKU_49_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,1482,1379,93.04993252361673
SKU_49_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,353,292,82.71954674220963
SKU_49_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,496,490,98.79032258064517
SKU_49_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,422,412,97.6303317535545
SKU_49_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,580,556,95.86206896551724
SKU_49_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,462,448,96.96969696969697
SKU_49_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,474,435,91.77215189873418
SKU_49_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,1662,1367,82.2503008423586
SKU_49_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,1198,1149,95.90984974958265
SKU_49_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,532,510,95.86466165413535
SKU_49_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,618,586,94.8220064724919
SKU_49_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,566,458,80.91872791519434
SKU_49_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,371,362,97.57412398921834
SKU_49_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,599,522,87.14524207011685
SKU_49_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,583,516,88.50771869639794
SKU_4_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,1307,1295,99.08186687069626
SKU_4_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,415,366,88.19277108433735
SKU_4_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,383,366,95.56135770234987
SKU_4_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,534,448,83.89513108614233
SKU_4_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,458,427,93.23144104803494
SKU_4_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,505,431,85.34653465346534
SKU_4_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,396,392,98.98989898989899
SKU_4_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,1232,1120,90.9090909090909
SKU_4_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,1325,1250,94.33962264150944
SKU_4_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,388,345,88.91752577319588
SKU_4_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,428,368,85.98130841121495
SKU_4_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,508,493,97.04724409448819
SKU_4_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,357,347,97.19887955182072
SKU_4_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,538,445,82.71375464684016
SKU_4_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,594,477,80.3030303030303
SKU_50_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,2159,1727,79.99073645206114
SKU_50_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,602,535,88.87043189368771
SKU_50_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,723,656,90.73305670816045
SKU_50_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-15,2,784,688,87.75510204081633
SKU_50_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,661,635,96.06656580937972
SKU_50_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,781,681,87.19590268886044
SKU_50_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,838,699,83.4128878281623
SKU_50_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,2154,2022,93.87186629526462
SKU_50_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,2304,2182,94.70486111111111
SKU_50_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,1062,904,85.12241054613936
SKU_50_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,883,732,82.89920724801813
SKU_50_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-15,2,893,720,80.62709966405374
SKU_50_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,782,635,81.20204603580564
SKU_50_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,725,712,98.20689655172414
SKU_50_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,1019,998,97.93915603532875
SKU_51_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,471,445,94.47983014861995
SKU_51_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,155,137,88.38709677419355
SKU_51_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,132,114,86.36363636363636
SKU_51_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,187,171,91.44385026737967
SKU_51_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,164,142,86.58536585365853
SKU_51_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,156,154,98.71794871794873
SKU_51_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-14,1,177,163,92.09039548022598
SKU_51_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,516,427,82.75193798449612
SKU_51_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,507,470,92.70216962524654
SKU_51_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,290,287,98.9655172413793
SKU_51_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,220,219,99.54545454545455
SKU_51_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,264,253,95.83333333333334
SKU_51_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,240,205,85.41666666666666
SKU_51_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,184,168,91.30434782608695
SKU_51_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,359,338,94.15041782729804
SKU_52_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,1377,1211,87.9448075526507
SKU_52_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,471,435,92.35668789808918
SKU_52_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,455,447,98.24175824175823
SKU_52_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,547,480,87.75137111517367
SKU_52_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,644,621,96.42857142857143
SKU_52_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-16,3,495,475,95.95959595959596
SKU_52_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,544,533,97.97794117647058
SKU_52_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1336,1266,94.76047904191617
SKU_52_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,1168,976,83.56164383561644
SKU_52_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,392,389,99.23469387755102
SKU_52_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,450,441,98.0
SKU_52_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,544,539,99.08088235294117
SKU_52_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,634,540,85.17350157728707
SKU_52_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,603,491,81.4262023217247
SKU_52_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-15,2,442,413,93.43891402714932
SKU_53_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,2517,2195,87.20699245133095
SKU_53_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,643,553,86.00311041990669
SKU_53_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-16,3,794,710,89.4206549118388
SKU_53_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,882,836,94.7845804988662
SKU_53_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,932,906,97.21030042918454
SKU_53_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,728,690,94.78021978021978
SKU_53_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,747,726,97.18875502008032
SKU_53_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,2375,1914,80.58947368421052
SKU_53_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,2279,1932,84.7740236946029
SKU_53_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-16,3,651,531,81.5668202764977
SKU_53_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,853,762,89.33177022274326
SKU_53_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,984,973,98.8821138211382
SKU_53_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,639,605,94.67918622848201
SKU_53_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,756,640,84.65608465608466
SKU_53_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,641,533,83.15132605304211
SKU_54_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,628,583,92.83439490445859
SKU_54_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,257,215,83.65758754863813
SKU_54_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-15,2,192,188,97.91666666666666
SKU_54_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,162,155,95.67901234567901
SKU_54_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,181,179,98.89502762430939
SKU_54_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,116,115,99.13793103448276
SKU_54_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,197,160,81.21827411167513
SKU_54_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,612,594,97.05882352941177
SKU_54_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,553,544,98.37251356238697
SKU_54_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,195,180,92.3076923076923
SKU_54_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-15,2,241,217,90.04149377593362
SKU_54_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,222,186,83.78378378378379
SKU_54_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-15,2,228,208,91.22807017543859
SKU_54_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-15,2,160,159,99.375
SKU_54_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,203,189,93.10344827586206
SKU_55_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,1194,1090,91.28978224455612
SKU_55_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,479,472,98.53862212943632
SKU_55_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,487,408,83.77823408624229
SKU_55_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-16,3,531,449,84.55743879472693
SKU_55_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,398,333,83.66834170854271
SKU_55_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,499,447,89.57915831663327
SKU_55_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-15,2,585,551,94.18803418803418
SKU_55_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-16,3,1252,1111,88.73801916932908
SKU_55_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-15,2,1574,1310,83.2274459974587
SKU_55_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,616,498,80.84415584415584
SKU_55_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,685,642,93.72262773722628
SKU_55_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,629,625,99.36406995230524
SKU_55_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,658,573,87.08206686930092
SKU_55_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,449,432,96.21380846325167
SKU_55_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,386,327,84.71502590673575
SKU_56_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,2382,2115,88.79093198992443
SKU_56_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-15,2,598,521,87.123745819398
SKU_56_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,585,552,94.35897435897435
SKU_56_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,985,843,85.58375634517766
SKU_56_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-16,3,688,655,95.20348837209302
SKU_56_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-15,2,773,670,86.67529107373868
SKU_56_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,880,799,90.79545454545455
SKU_56_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,1649,1494,90.60036385688296
SKU_56_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-16,3,2219,1832,82.55971158179361
SKU_56_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-15,2,579,576,99.48186528497409
SKU_56_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,1057,1044,98.77010406811732
SKU_56_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-14,1,848,705,83.13679245283019
SKU_56_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,793,764,96.34300126103405
SKU_56_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-14,1,727,652,89.68363136176066
SKU_56_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-14,1,808,730,90.34653465346535
SKU_57_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-15,2,556,513,92.26618705035972
SKU_57_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,161,159,98.75776397515527
SKU_57_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,181,168,92.81767955801105
SKU_57_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,140,123,87.85714285714286
SKU_57_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-15,2,139,121,87.05035971223022
SKU_57_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,127,113,88.9763779527559
SKU_57_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,207,176,85.02415458937197
SKU_57_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-14,1,512,478,93.359375
SKU_57_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,591,555,93.90862944162437
SKU_57_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,218,207,94.95412844036697
SKU_57_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-16,3,306,284,92.81045751633987
SKU_57_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,145,117,80.6896551724138
SKU_57_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-16,3,196,169,86.22448979591837
SKU_57_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,225,184,81.77777777777779
SKU_57_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,209,198,94.73684210526315
SKU_58_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-16,3,1199,1017,84.82068390325271
SKU_58_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-14,1,529,517,97.73156899810964
SKU_58_Marca_11,Marca_11,OC_1,2024-05-13,2024-05-14,1,441,437,99.09297052154194
SKU_58_Marca_12,Marca_12,OC_1,2024-05-13,2024-05-14,1,609,496,81.44499178981938
SKU_58_Marca_13,Marca_13,OC_1,2024-05-13,2024-05-14,1,307,300,97.71986970684038
SKU_58_Marca_14,Marca_14,OC_1,2024-05-13,2024-05-14,1,460,392,85.21739130434783
SKU_58_Marca_15,Marca_15,OC_1,2024-05-13,2024-05-16,3,587,522,88.9267461669506
SKU_58_Marca_2,Marca_2,OC_1,2024-05-13,2024-05-15,2,1312,1081,82.39329268292683
SKU_58_Marca_3,Marca_3,OC_1,2024-05-13,2024-05-14,1,1416,1389,98.09322033898306
SKU_58_Marca_4,Marca_4,OC_1,2024-05-13,2024-05-14,1,672,562,83.63095238095238
SKU_58_Marca_5,Marca_5,OC_1,2024-05-13,2024-05-14,1,595,496,83.36134453781513
SKU_58_Marca_6,Marca_6,OC_1,2024-05-13,2024-05-16,3,404,400,99.00990099009901
SKU_58_Marca_7,Marca_7,OC_1,2024-05-13,2024-05-14,1,520,434,83.46153846153847
SKU_58_Marca_8,Marca_8,OC_1,2024-05-13,2024-05-16,3,471,383,81.31634819532908
SKU_58_Marca_9,Marca_9,OC_1,2024-05-13,2024-05-16,3,331,276,83.38368580060424
SKU_59_Marca_1,Marca_1,OC_1,2024-05-13,2024-05-14,1,2143,2118,98.83341110592627
SKU_59_Marca_10,Marca_10,OC_1,2024-05-13,2024-05-16,3,823,738,89.6719319562576
